entitlement_status,partition,simulator_id,delta,control_response_lambda,addresses,macro_mean_gate_passage_probability,minimum_address_probability,maximum_address_probability,claim_rule
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.25,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.25,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.25,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.25,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.75,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.75,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.75,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,0.75,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,1.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,2.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,2.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,2.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_gaussian_regularized_cluster,2.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.25,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.25,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.25,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.25,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.75,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.75,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.75,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,0.75,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,1.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,2.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,2.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,2.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,confirmation,joint_wild_cluster_rademacher,2.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.25,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.25,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.25,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.25,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.75,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.75,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.75,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,0.75,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,1.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,2.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,2.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,2.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_gaussian_regularized_cluster,2.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.25,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.25,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.25,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.25,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.75,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.75,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.75,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,0.75,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.5,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.5,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.5,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,1.5,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,2.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,2.0,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,2.0,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitled,discovery,joint_wild_cluster_rademacher,2.0,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,0.0,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,0.25,0.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,0.25,0.25,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,0.25,0.5,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,0.25,1.0,3,0.0,0.0,0.0,gate passage cannot increase claim entitlement beyond the frozen OBS-085a class
